sample_id,source,genotype,collection_year,location,host,tissue,Organism_Name,decade,genotype_major,tissue_clean
SRR8735773,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735774,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735775,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735776,Raw reads,1b,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735777,Raw reads,4c,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT4,blood plasma
SRR8735778,Raw reads,4o,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT4,blood plasma
SRR8735779,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735780,Raw reads,4a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT4,blood plasma
SRR8735781,Raw reads,6f,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT6,blood plasma
SRR8735782,Raw reads,1b,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735783,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735784,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735785,Raw reads,3,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735786,Raw reads,3,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735787,Raw reads,3,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735788,Raw reads,3,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735789,Raw reads,3,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735790,Raw reads,3,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735791,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735792,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735793,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735794,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735795,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735796,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735797,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735798,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735799,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735800,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735801,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735802,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735803,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735804,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735805,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735806,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735807,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735808,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735809,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735810,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735811,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735812,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735813,Raw reads,3,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735814,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735815,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735816,Raw reads,3,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735817,Raw reads,3,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735818,Raw reads,3,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735819,Raw reads,3,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735820,Raw reads,3,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735821,Raw reads,3,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735822,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735823,Raw reads,1b,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735824,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735825,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735826,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735827,Raw reads,3,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735828,Raw reads,4r,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT4,blood plasma
SRR8735829,Raw reads,2c,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735830,Raw reads,3i,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735831,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735832,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735833,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735834,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735835,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735836,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735837,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735838,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735839,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735840,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735841,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735842,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735843,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735844,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735845,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735846,Raw reads,3b,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735847,Raw reads,4r,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT4,blood plasma
SRR8735848,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735849,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735850,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735851,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735852,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735853,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735854,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735855,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735856,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735857,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735858,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735859,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735860,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735861,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735862,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735863,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735864,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735865,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735866,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735867,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735868,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735869,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735870,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735871,Raw reads,3b,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735872,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735873,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735874,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735875,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735876,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735877,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735878,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735879,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735880,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735881,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735882,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735883,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735884,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735885,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735886,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735887,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735888,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735889,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735890,Raw reads,1b,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735891,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735892,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735893,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735894,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735895,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735896,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735897,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735898,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735899,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR17967556,Raw reads,3,2018,India,Homo sapiens,sera,NA,2010s,GT3,sera
SRR17967557,Raw reads,3,2018,India,Homo sapiens,sera,NA,2010s,GT3,sera
SRR17967558,Raw reads,3,2017,India,Homo sapiens,sera,NA,2010s,GT3,sera
SRR17967559,Raw reads,1,2017,India,Homo sapiens,sera,NA,2010s,GT1,sera
SRR17967560,Raw reads,1,2017,India,Homo sapiens,sera,NA,2010s,GT1,sera
SRR17967561,Raw reads,3,2017,India,Homo sapiens,sera,NA,2010s,GT3,sera
SRR17967562,Raw reads,3,2017,India,Homo sapiens,sera,NA,2010s,GT3,sera
SRR17967563,Raw reads,3,2018,India,Homo sapiens,sera,NA,2010s,GT3,sera
SRR17967564,Raw reads,3,2018,India,Homo sapiens,sera,NA,2010s,GT3,sera
SRR17967565,Raw reads,3,2017,India,Homo sapiens,sera,NA,2010s,GT3,sera
SRR17967566,Raw reads,1,2018,India,Homo sapiens,sera,NA,2010s,GT1,sera
SRR17967567,Raw reads,3,2018,India,Homo sapiens,sera,NA,2010s,GT3,sera
SRR17967568,Raw reads,1,2018,India,Homo sapiens,sera,NA,2010s,GT1,sera
SRR17967569,Raw reads,3,2018,India,Homo sapiens,sera,NA,2010s,GT3,sera
SRR17967570,Raw reads,3,2018,India,Homo sapiens,sera,NA,2010s,GT3,sera
SRR17967571,Raw reads,3,2018,India,Homo sapiens,sera,NA,2010s,GT3,sera
SRR17967572,Raw reads,3,2018,India,Homo sapiens,sera,NA,2010s,GT3,sera
SRR17967573,Raw reads,3,2018,India,Homo sapiens,sera,NA,2010s,GT3,sera
SRR17967574,Raw reads,3,2018,India,Homo sapiens,sera,NA,2010s,GT3,sera
SRR17967575,Raw reads,3,2018,India,Homo sapiens,sera,NA,2010s,GT3,sera
SRR17967576,Raw reads,3,2017,India,Homo sapiens,sera,NA,2010s,GT3,sera
SRR17967577,Raw reads,3,2017,India,Homo sapiens,sera,NA,2010s,GT3,sera
